1.00	0.9881	0.0018	0.0091	0.0000	0.0010
2.00	0.9864	0.0034	0.0084	0.0000	0.0018
3.00	0.9848	0.0047	0.0078	0.0001	0.0026
4.00	0.9833	0.0059	0.0073	0.0001	0.0034
5.00	0.9819	0.0069	0.0069	0.0002	0.0041
6.00	0.9806	0.0078	0.0066	0.0002	0.0048
7.00	0.9794	0.0086	0.0063	0.0003	0.0055
8.00	0.9781	0.0092	0.0062	0.0003	0.0062
9.00	0.9769	0.0099	0.0060	0.0004	0.0068
10.00	0.9758	0.0104	0.0059	0.0004	0.0075
11.00	0.9746	0.0109	0.0059	0.0004	0.0081
12.00	0.9735	0.0114	0.0059	0.0005	0.0088
13.00	0.9723	0.0118	0.0058	0.0005	0.0094
14.00	0.9712	0.0123	0.0059	0.0006	0.0101
15.00	0.9701	0.0127	0.0059	0.0006	0.0108
16.00	0.9689	0.0130	0.0059	0.0007	0.0114
17.00	0.9678	0.0134	0.0060	0.0007	0.0121
18.00	0.9666	0.0137	0.0061	0.0007	0.0128
19.00	0.9654	0.0141	0.0062	0.0008	0.0136
20.00	0.9642	0.0144	0.0063	0.0008	0.0143
21.00	0.9630	0.0148	0.0064	0.0008	0.0150
22.00	0.9618	0.0151	0.0065	0.0009	0.0158
23.00	0.9605	0.0155	0.0066	0.0009	0.0166
24.00	0.9592	0.0158	0.0067	0.0009	0.0174
25.00	0.9579	0.0161	0.0068	0.0010	0.0182
26.00	0.9566	0.0165	0.0069	0.0010	0.0190
27.00	0.9553	0.0168	0.0071	0.0010	0.0198
28.00	0.9539	0.0172	0.0072	0.0010	0.0207
29.00	0.9525	0.0175	0.0073	0.0011	0.0216
30.00	0.9511	0.0179	0.0075	0.0011	0.0225
31.00	0.9497	0.0182	0.0076	0.0011	0.0234
32.00	0.9482	0.0186	0.0078	0.0011	0.0243
33.00	0.9467	0.0189	0.0079	0.0012	0.0252
34.00	0.9452	0.0193	0.0081	0.0012	0.0262
35.00	0.9437	0.0197	0.0082	0.0012	0.0272
36.00	0.9421	0.0201	0.0084	0.0012	0.0282
37.00	0.9405	0.0204	0.0086	0.0013	0.0292
38.00	0.9389	0.0208	0.0087	0.0013	0.0303
39.00	0.9372	0.0212	0.0089	0.0013	0.0313
40.00	0.9355	0.0216	0.0091	0.0014	0.0324
41.00	0.9338	0.0220	0.0093	0.0014	0.0335
42.00	0.9321	0.0224	0.0094	0.0014	0.0347
43.00	0.9303	0.0228	0.0096	0.0014	0.0358
44.00	0.9285	0.0233	0.0098	0.0015	0.0370
45.00	0.9267	0.0237	0.0100	0.0015	0.0382
46.00	0.9248	0.0241	0.0102	0.0015	0.0394
47.00	0.9229	0.0246	0.0104	0.0015	0.0406
48.00	0.9210	0.0250	0.0106	0.0016	0.0419
49.00	0.9190	0.0254	0.0107	0.0016	0.0432
50.00	0.9170	0.0259	0.0109	0.0016	0.0445
51.00	0.9150	0.0264	0.0111	0.0017	0.0458
52.00	0.9129	0.0268	0.0114	0.0017	0.0472
53.00	0.9109	0.0273	0.0116	0.0017	0.0486
54.00	0.9087	0.0278	0.0118	0.0018	0.0500
55.00	0.9066	0.0282	0.0120	0.0018	0.0514
56.00	0.9044	0.0287	0.0122	0.0018	0.0529
57.00	0.9022	0.0292	0.0124	0.0019	0.0544
58.00	0.8999	0.0297	0.0126	0.0019	0.0559
59.00	0.8976	0.0302	0.0129	0.0019	0.0574
60.00	0.8953	0.0307	0.0131	0.0020	0.0590
61.00	0.8929	0.0312	0.0133	0.0020	0.0606
62.00	0.8905	0.0317	0.0135	0.0020	0.0622
63.00	0.8881	0.0322	0.0138	0.0021	0.0639
64.00	0.8856	0.0327	0.0140	0.0021	0.0655
65.00	0.8832	0.0332	0.0142	0.0021	0.0672
66.00	0.8806	0.0338	0.0145	0.0022	0.0690
67.00	0.8781	0.0343	0.0147	0.0022	0.0707
68.00	0.8754	0.0348	0.0150	0.0022	0.0725
69.00	0.8728	0.0353	0.0152	0.0023	0.0744
70.00	0.8701	0.0359	0.0155	0.0023	0.0762
71.00	0.8674	0.0364	0.0157	0.0023	0.0781
72.00	0.8647	0.0370	0.0160	0.0024	0.0800
73.00	0.8619	0.0375	0.0162	0.0024	0.0820
74.00	0.8591	0.0380	0.0165	0.0025	0.0839
75.00	0.8563	0.0386	0.0167	0.0025	0.0859
76.00	0.8534	0.0391	0.0170	0.0025	0.0880
77.00	0.8505	0.0397	0.0172	0.0026	0.0900
78.00	0.8475	0.0402	0.0175	0.0026	0.0921
79.00	0.8445	0.0408	0.0178	0.0026	0.0943
80.00	0.8415	0.0414	0.0180	0.0027	0.0964
81.00	0.8385	0.0419	0.0183	0.0027	0.0986
82.00	0.8354	0.0425	0.0186	0.0028	0.1009
83.00	0.8323	0.0430	0.0188	0.0028	0.1031
84.00	0.8291	0.0436	0.0191	0.0028	0.1054
85.00	0.8259	0.0441	0.0194	0.0029	0.1077
86.00	0.8227	0.0447	0.0196	0.0029	0.1101
87.00	0.8195	0.0452	0.0199	0.0030	0.1125
88.00	0.8162	0.0458	0.0202	0.0030	0.1149
89.00	0.8129	0.0463	0.0204	0.0030	0.1173
90.00	0.8095	0.0469	0.0207	0.0031	0.1198
91.00	0.8062	0.0474	0.0210	0.0031	0.1223
92.00	0.8028	0.0479	0.0213	0.0031	0.1249
93.00	0.7993	0.0485	0.0215	0.0032	0.1275
94.00	0.7959	0.0490	0.0218	0.0032	0.1301
95.00	0.7924	0.0495	0.0221	0.0033	0.1327
96.00	0.7889	0.0501	0.0223	0.0033	0.1354
97.00	0.7854	0.0506	0.0226	0.0033	0.1381
98.00	0.7818	0.0511	0.0229	0.0034	0.1409
99.00	0.7782	0.0516	0.0231	0.0034	0.1436
100.00	0.7746	0.0521	0.0234	0.0035	0.1465
101.00	0.7709	0.0526	0.0237	0.0035	0.1493
102.00	0.7673	0.0531	0.0239	0.0035	0.1522
103.00	0.7636	0.0536	0.0242	0.0036	0.1551
104.00	0.7599	0.0541	0.0245	0.0036	0.1580
105.00	0.7562	0.0545	0.0247	0.0036	0.1610
106.00	0.7524	0.0550	0.0250	0.0037	0.1640
107.00	0.7487	0.0554	0.0252	0.0037	0.1670
108.00	0.7449	0.0559	0.0255	0.0037	0.1700
109.00	0.7411	0.0563	0.0257	0.0038	0.1731
110.00	0.7373	0.0567	0.0260	0.0038	0.1762
111.00	0.7334	0.0572	0.0262	0.0038	0.1794
112.00	0.7296	0.0576	0.0264	0.0039	0.1826
113.00	0.7257	0.0580	0.0267	0.0039	0.1858
114.00	0.7218	0.0584	0.0269	0.0039	0.1890
115.00	0.7179	0.0587	0.0271	0.0040	0.1922
116.00	0.7140	0.0591	0.0273	0.0040	0.1955
117.00	0.7101	0.0594	0.0276	0.0040	0.1988
118.00	0.7062	0.0598	0.0278	0.0041	0.2022
119.00	0.7023	0.0601	0.0280	0.0041	0.2055
120.00	0.6984	0.0604	0.0282	0.0041	0.2089
121.00	0.6944	0.0607	0.0284	0.0041	0.2123
122.00	0.6905	0.0610	0.0286	0.0042	0.2157
123.00	0.6865	0.0613	0.0288	0.0042	0.2192
124.00	0.6826	0.0616	0.0290	0.0042	0.2227
125.00	0.6786	0.0618	0.0291	0.0042	0.2262
126.00	0.6747	0.0621	0.0293	0.0043	0.2297
127.00	0.6707	0.0623	0.0295	0.0043	0.2332
128.00	0.6667	0.0625	0.0296	0.0043	0.2368
129.00	0.6628	0.0627	0.0298	0.0043	0.2404
130.00	0.6588	0.0629	0.0300	0.0044	0.2440
131.00	0.6549	0.0630	0.0301	0.0044	0.2476
132.00	0.6510	0.0632	0.0302	0.0044	0.2512
133.00	0.6470	0.0633	0.0304	0.0044	0.2549
134.00	0.6431	0.0635	0.0305	0.0044	0.2585
135.00	0.6392	0.0636	0.0306	0.0044	0.2622
136.00	0.6353	0.0637	0.0307	0.0045	0.2659
137.00	0.6314	0.0637	0.0308	0.0045	0.2696
138.00	0.6275	0.0638	0.0309	0.0045	0.2733
139.00	0.6236	0.0638	0.0310	0.0045	0.2770
