t	S	I	R
81.00	0.7636	0.0894	0.1470
82.00	0.7618	0.0897	0.1486
83.00	0.7601	0.0899	0.1501
84.00	0.7585	0.0900	0.1515
85.00	0.7569	0.0902	0.1529
86.00	0.7555	0.0903	0.1543
87.00	0.7541	0.0904	0.1556
88.00	0.7528	0.0904	0.1568
89.00	0.7516	0.0905	0.1580
90.00	0.7504	0.0905	0.1591
91.00	0.7494	0.0905	0.1602
92.00	0.7484	0.0905	0.1612
93.00	0.7474	0.0904	0.1621
94.00	0.7466	0.0904	0.1631
95.00	0.7458	0.0903	0.1639
96.00	0.7450	0.0902	0.1647
97.00	0.7444	0.0901	0.1655
98.00	0.7438	0.0900	0.1662
99.00	0.7432	0.0899	0.1669
100.00	0.7427	0.0898	0.1675
101.00	0.7423	0.0896	0.1681
102.00	0.7419	0.0895	0.1686
103.00	0.7415	0.0894	0.1691
104.00	0.7412	0.0892	0.1696
105.00	0.7409	0.0890	0.1700
106.00	0.7407	0.0889	0.1704
107.00	0.7405	0.0887	0.1708
108.00	0.7404	0.0885	0.1711
109.00	0.7403	0.0884	0.1714
110.00	0.7402	0.0882	0.1716
111.00	0.7401	0.0880	0.1718
112.00	0.7401	0.0879	0.1720
113.00	0.7401	0.0877	0.1722
114.00	0.7401	0.0875	0.1724
115.00	0.7402	0.0873	0.1725
116.00	0.7403	0.0872	0.1726
117.00	0.7404	0.0870	0.1727
118.00	0.7405	0.0868	0.1727
119.00	0.7406	0.0867	0.1728
120.00	0.7407	0.0865	0.1728
121.00	0.7409	0.0863	0.1728
122.00	0.7411	0.0862	0.1728
123.00	0.7412	0.0860	0.1727
124.00	0.7414	0.0859	0.1727
125.00	0.7416	0.0857	0.1726
126.00	0.7418	0.0856	0.1726
127.00	0.7420	0.0855	0.1725
128.00	0.7423	0.0853	0.1724
129.00	0.7425	0.0852	0.1723
130.00	0.7427	0.0851	0.1722
131.00	0.7429	0.0849	0.1721
132.00	0.7432	0.0848	0.1720
133.00	0.7434	0.0847	0.1719
134.00	0.7436	0.0846	0.1718
135.00	0.7439	0.0845	0.1716
136.00	0.7441	0.0844	0.1715
137.00	0.7443	0.0843	0.1714
138.00	0.7446	0.0842	0.1712
139.00	0.7448	0.0841	0.1711
140.00	0.7450	0.0840	0.1709
141.00	0.7453	0.0839	0.1708
142.00	0.7455	0.0839	0.1706
143.00	0.7457	0.0838	0.1705
144.00	0.7459	0.0837	0.1704
145.00	0.7461	0.0837	0.1702
146.00	0.7463	0.0836	0.1701
147.00	0.7465	0.0835	0.1699
148.00	0.7467	0.0835	0.1698
149.00	0.7469	0.0834	0.1696
150.00	0.7471	0.0834	0.1695
151.00	0.7473	0.0833	0.1694
152.00	0.7475	0.0833	0.1692
153.00	0.7477	0.0832	0.1691
154.00	0.7478	0.0832	0.1690
155.00	0.7480	0.0832	0.1688
156.00	0.7481	0.0831	0.1687
157.00	0.7483	0.0831	0.1686
158.00	0.7484	0.0831	0.1685
159.00	0.7486	0.0831	0.1684
160.00	0.7487	0.0830	0.1683
161.00	0.7488	0.0830	0.1681
162.00	0.7490	0.0830	0.1680
163.00	0.7491	0.0830	0.1679
164.00	0.7492	0.0830	0.1678
165.00	0.7493	0.0830	0.1677
166.00	0.7494	0.0829	0.1677
167.00	0.7495	0.0829	0.1676
168.00	0.7496	0.0829	0.1675
169.00	0.7497	0.0829	0.1674
170.00	0.7498	0.0829	0.1673
171.00	0.7498	0.0829	0.1673
172.00	0.7499	0.0829	0.1672
173.00	0.7500	0.0829	0.1671
174.00	0.7500	0.0829	0.1671
175.00	0.7501	0.0829	0.1670
176.00	0.7502	0.0829	0.1669
177.00	0.7502	0.0829	0.1669
178.00	0.7503	0.0829	0.1668
179.00	0.7503	0.0829	0.1668
180.00	0.7503	0.0829	0.1667
181.00	0.7504	0.0829	0.1667
182.00	0.7504	0.0829	0.1667
183.00	0.7504	0.0829	0.1666
184.00	0.7505	0.0830	0.1666
185.00	0.7505	0.0830	0.1665
186.00	0.7505	0.0830	0.1665
187.00	0.7505	0.0830	0.1665
188.00	0.7505	0.0830	0.1665
189.00	0.7506	0.0830	0.1664
190.00	0.7506	0.0830	0.1664
191.00	0.7506	0.0830	0.1664
192.00	0.7506	0.0830	0.1664
193.00	0.7506	0.0830	0.1664
194.00	0.7506	0.0830	0.1664
195.00	0.7506	0.0831	0.1663
196.00	0.7506	0.0831	0.1663
197.00	0.7506	0.0831	0.1663
198.00	0.7506	0.0831	0.1663
199.00	0.7506	0.0831	0.1663
200.00	0.7506	0.0831	0.1663
201.00	0.7506	0.0831	0.1663
202.00	0.7506	0.0831	0.1663
203.00	0.7506	0.0831	0.1663
204.00	0.7506	0.0831	0.1663
205.00	0.7506	0.0832	0.1663
206.00	0.7505	0.0832	0.1663
207.00	0.7505	0.0832	0.1663
208.00	0.7505	0.0832	0.1663
209.00	0.7505	0.0832	0.1663
210.00	0.7505	0.0832	0.1663
211.00	0.7505	0.0832	0.1663
212.00	0.7505	0.0832	0.1663
213.00	0.7505	0.0832	0.1663
214.00	0.7504	0.0832	0.1663
215.00	0.7504	0.0832	0.1663
216.00	0.7504	0.0832	0.1663
217.00	0.7504	0.0832	0.1663
218.00	0.7504	0.0833	0.1664
219.00	0.7504	0.0833	0.1664
220.00	0.7504	0.0833	0.1664
221.00	0.7503	0.0833	0.1664
222.00	0.7503	0.0833	0.1664
223.00	0.7503	0.0833	0.1664
224.00	0.7503	0.0833	0.1664
225.00	0.7503	0.0833	0.1664
226.00	0.7503	0.0833	0.1664
227.00	0.7503	0.0833	0.1664
228.00	0.7502	0.0833	0.1664
229.00	0.7502	0.0833	0.1665
230.00	0.7502	0.0833	0.1665
231.00	0.7502	0.0833	0.1665
232.00	0.7502	0.0833	0.1665
233.00	0.7502	0.0833	0.1665
234.00	0.7502	0.0833	0.1665
235.00	0.7502	0.0833	0.1665
236.00	0.7502	0.0833	0.1665
237.00	0.7501	0.0833	0.1665
238.00	0.7501	0.0833	0.1665
239.00	0.7501	0.0833	0.1665
240.00	0.7501	0.0833	0.1665
241.00	0.7501	0.0833	0.1665
242.00	0.7501	0.0833	0.1666
243.00	0.7501	0.0834	0.1666
244.00	0.7501	0.0834	0.1666
245.00	0.7501	0.0834	0.1666
246.00	0.7501	0.0834	0.1666
247.00	0.7501	0.0834	0.1666
248.00	0.7500	0.0834	0.1666
249.00	0.7500	0.0834	0.1666
250.00	0.7500	0.0834	0.1666
251.00	0.7500	0.0834	0.1666
252.00	0.7500	0.0834	0.1666
253.00	0.7500	0.0834	0.1666
254.00	0.7500	0.0834	0.1666
255.00	0.7500	0.0834	0.1666
256.00	0.7500	0.0834	0.1666
257.00	0.7500	0.0834	0.1666
258.00	0.7500	0.0834	0.1666
259.00	0.7500	0.0834	0.1666
260.00	0.7500	0.0834	0.1666
261.00	0.7500	0.0834	0.1667
262.00	0.7500	0.0834	0.1667
263.00	0.7500	0.0834	0.1667
264.00	0.7500	0.0834	0.1667
265.00	0.7500	0.0834	0.1667
266.00	0.7500	0.0834	0.1667
267.00	0.7500	0.0834	0.1667
268.00	0.7500	0.0834	0.1667
269.00	0.7500	0.0834	0.1667
270.00	0.7500	0.0834	0.1667
271.00	0.7500	0.0834	0.1667
272.00	0.7500	0.0834	0.1667
273.00	0.7500	0.0834	0.1667
274.00	0.7500	0.0834	0.1667
275.00	0.7500	0.0834	0.1667
276.00	0.7500	0.0834	0.1667
277.00	0.7500	0.0834	0.1667
278.00	0.7500	0.0834	0.1667
279.00	0.7500	0.0834	0.1667
280.00	0.7500	0.0833	0.1667
281.00	0.7500	0.0833	0.1667
282.00	0.7500	0.0833	0.1667
283.00	0.7500	0.0833	0.1667
284.00	0.7500	0.0833	0.1667
285.00	0.7500	0.0833	0.1667
286.00	0.7500	0.0833	0.1667
287.00	0.7500	0.0833	0.1667
288.00	0.7500	0.0833	0.1667
289.00	0.7500	0.0833	0.1667
290.00	0.7500	0.0833	0.1667
291.00	0.7500	0.0833	0.1667
292.00	0.7500	0.0833	0.1667
293.00	0.7500	0.0833	0.1667
294.00	0.7500	0.0833	0.1667
295.00	0.7500	0.0833	0.1667
296.00	0.7500	0.0833	0.1667
297.00	0.7500	0.0833	0.1667
298.00	0.7500	0.0833	0.1667
299.00	0.7500	0.0833	0.1667
300.00	0.7500	0.0833	0.1667
