282.00	0.2117	0.0104	0.0067	0.7712
283.00	0.2115	0.0102	0.0066	0.7718
284.00	0.2112	0.0099	0.0064	0.7725
285.00	0.2109	0.0097	0.0063	0.7731
286.00	0.2107	0.0095	0.0061	0.7737
287.00	0.2104	0.0093	0.0060	0.7743
288.00	0.2101	0.0091	0.0059	0.7749
289.00	0.2099	0.0089	0.0057	0.7755
290.00	0.2097	0.0087	0.0056	0.7761
291.00	0.2094	0.0085	0.0055	0.7766
292.00	0.2092	0.0083	0.0054	0.7772
293.00	0.2090	0.0081	0.0052	0.7777
294.00	0.2088	0.0079	0.0051	0.7782
295.00	0.2086	0.0077	0.0050	0.7787
296.00	0.2084	0.0076	0.0049	0.7792
297.00	0.2082	0.0074	0.0048	0.7797
298.00	0.2080	0.0072	0.0047	0.7802
299.00	0.2078	0.0070	0.0046	0.7806
300.00	0.2076	0.0069	0.0045	0.7811
301.00	0.2074	0.0067	0.0044	0.7815
302.00	0.2072	0.0066	0.0043	0.7819
303.00	0.2070	0.0064	0.0042	0.7824
304.00	0.2069	0.0063	0.0041	0.7828
305.00	0.2067	0.0061	0.0040	0.7832
306.00	0.2065	0.0060	0.0039	0.7836
307.00	0.2064	0.0059	0.0038	0.7840
308.00	0.2062	0.0057	0.0037	0.7843
309.00	0.2061	0.0056	0.0036	0.7847
310.00	0.2059	0.0055	0.0035	0.7851
311.00	0.2058	0.0053	0.0035	0.7854
312.00	0.2056	0.0052	0.0034	0.7858
313.00	0.2055	0.0051	0.0033	0.7861
314.00	0.2054	0.0050	0.0032	0.7864
315.00	0.2052	0.0049	0.0032	0.7867
316.00	0.2051	0.0048	0.0031	0.7870
317.00	0.2050	0.0046	0.0030	0.7874
318.00	0.2049	0.0045	0.0029	0.7877
319.00	0.2047	0.0044	0.0029	0.7879
320.00	0.2046	0.0043	0.0028	0.7882
321.00	0.2045	0.0042	0.0028	0.7885
322.00	0.2044	0.0041	0.0027	0.7888
323.00	0.2043	0.0040	0.0026	0.7890
324.00	0.2042	0.0039	0.0026	0.7893
325.00	0.2041	0.0038	0.0025	0.7896
326.00	0.2040	0.0038	0.0024	0.7898
327.00	0.2039	0.0037	0.0024	0.7900
328.00	0.2038	0.0036	0.0023	0.7903
329.00	0.2037	0.0035	0.0023	0.7905
330.00	0.2036	0.0034	0.0022	0.7907
331.00	0.2035	0.0033	0.0022	0.7910
332.00	0.2034	0.0033	0.0021	0.7912
333.00	0.2033	0.0032	0.0021	0.7914
334.00	0.2033	0.0031	0.0020	0.7916
335.00	0.2032	0.0030	0.0020	0.7918
336.00	0.2031	0.0030	0.0019	0.7920
337.00	0.2030	0.0029	0.0019	0.7922
338.00	0.2029	0.0028	0.0019	0.7924
339.00	0.2029	0.0028	0.0018	0.7926
340.00	0.2028	0.0027	0.0018	0.7927
341.00	0.2027	0.0026	0.0017	0.7929
342.00	0.2027	0.0026	0.0017	0.7931
343.00	0.2026	0.0025	0.0016	0.7932
344.00	0.2025	0.0025	0.0016	0.7934
345.00	0.2025	0.0024	0.0016	0.7936
346.00	0.2024	0.0024	0.0015	0.7937
347.00	0.2023	0.0023	0.0015	0.7939
348.00	0.2023	0.0022	0.0015	0.7940
349.00	0.2022	0.0022	0.0014	0.7942
350.00	0.2022	0.0021	0.0014	0.7943
351.00	0.2021	0.0021	0.0014	0.7944
352.00	0.2020	0.0020	0.0013	0.7946
353.00	0.2020	0.0020	0.0013	0.7947
354.00	0.2019	0.0019	0.0013	0.7948
355.00	0.2019	0.0019	0.0012	0.7950
356.00	0.2018	0.0019	0.0012	0.7951
357.00	0.2018	0.0018	0.0012	0.7952
358.00	0.2017	0.0018	0.0012	0.7953
359.00	0.2017	0.0017	0.0011	0.7954
360.00	0.2017	0.0017	0.0011	0.7956
361.00	0.2016	0.0016	0.0011	0.7957
362.00	0.2016	0.0016	0.0011	0.7958
363.00	0.2015	0.0016	0.0010	0.7959
364.00	0.2015	0.0015	0.0010	0.7960
365.00	0.2014	0.0015	0.0010	0.7961
366.00	0.2014	0.0015	0.0010	0.7962
367.00	0.2014	0.0014	0.0009	0.7963
368.00	0.2013	0.0014	0.0009	0.7964
369.00	0.2013	0.0014	0.0009	0.7965
370.00	0.2013	0.0013	0.0009	0.7965
371.00	0.2012	0.0013	0.0009	0.7966
372.00	0.2012	0.0013	0.0008	0.7967
373.00	0.2012	0.0012	0.0008	0.7968
374.00	0.2011	0.0012	0.0008	0.7969
375.00	0.2011	0.0012	0.0008	0.7970
376.00	0.2011	0.0012	0.0008	0.7970
377.00	0.2010	0.0011	0.0007	0.7971
378.00	0.2010	0.0011	0.0007	0.7972
379.00	0.2010	0.0011	0.0007	0.7972
380.00	0.2009	0.0011	0.0007	0.7973
381.00	0.2009	0.0010	0.0007	0.7974
382.00	0.2009	0.0010	0.0007	0.7975
383.00	0.2009	0.0010	0.0006	0.7975
384.00	0.2008	0.0010	0.0006	0.7976
385.00	0.2008	0.0009	0.0006	0.7976
386.00	0.2008	0.0009	0.0006	0.7977
387.00	0.2008	0.0009	0.0006	0.7978
388.00	0.2007	0.0009	0.0006	0.7978
389.00	0.2007	0.0009	0.0006	0.7979
390.00	0.2007	0.0008	0.0005	0.7979
391.00	0.2007	0.0008	0.0005	0.7980
392.00	0.2007	0.0008	0.0005	0.7980
393.00	0.2006	0.0008	0.0005	0.7981
394.00	0.2006	0.0008	0.0005	0.7981
395.00	0.2006	0.0007	0.0005	0.7982
396.00	0.2006	0.0007	0.0005	0.7982
397.00	0.2006	0.0007	0.0005	0.7983
398.00	0.2005	0.0007	0.0005	0.7983
399.00	0.2005	0.0007	0.0004	0.7984
400.00	0.2005	0.0007	0.0004	0.7984
401.00	0.2005	0.0006	0.0004	0.7985
402.00	0.2005	0.0006	0.0004	0.7985
403.00	0.2005	0.0006	0.0004	0.7985
404.00	0.2004	0.0006	0.0004	0.7986
405.00	0.2004	0.0006	0.0004	0.7986
406.00	0.2004	0.0006	0.0004	0.7987
407.00	0.2004	0.0006	0.0004	0.7987
408.00	0.2004	0.0005	0.0004	0.7987
409.00	0.2004	0.0005	0.0003	0.7988
410.00	0.2003	0.0005	0.0003	0.7988
411.00	0.2003	0.0005	0.0003	0.7988
